test_row_index,dataset_row_index,timestamp_jst,future_timestamp_jst,symbol,entry_price,true_delta,pred_delta,baseline_constant_pred_delta,direction_target,direction_target_label,direction_target_active,direction_target_scaled_delta,direction_prob_up,direction_logit,error,abs_error,baseline_abs_error,abs_error_improvement_vs_baseline,true_direction,pred_direction,pred_direction_head,direction_match,direction_head_match,direction_head_agrees_with_regression,h1_range_31,h1_rsi_14_31,h1_macd_31,h1_macd_hist_31,h1_ma_gap_sma20_31,h1_ma_gap_sma50_31,h1_close_return_1_31,h1_recent_momentum,h1_trend_consistency
9,2238,2026-02-13 00:00:00,2026-02-13 02:00:00,USDJPY,153.264,-0.6209999918937683,0.0703362748026847,0.0073970584198832,0.0,DOWN,1.0,-1.6083916425704956,0.5100751519203186,0.0403060466051101,0.6913362666964531,0.6913362666964531,0.6283970503136516,-0.06293921638280153,DOWN,UP,UP,False,,,0.4980000000000188,49.95073891625639,-0.0687270410998053,0.1008648479544226,0.2138999999999953,-0.2519199999999841,-0.0025706271679496,0.3460000000000036,0.5806451612903226
8,2237,2026-02-12 23:00:00,2026-02-13 01:00:00,USDJPY,153.659,-0.6349999904632568,0.0426943525671958,0.0073970584198832,0.0,DOWN,1.0,-1.6996787786483765,0.5051869750022888,0.0207486525177955,0.6776943430304527,0.6776943430304527,0.6423970488831401,-0.03529729414731264,DOWN,UP,UP,False,,,0.4849999999999852,59.77912361952237,-0.083859006613892,0.1109490944289415,0.6306500000000028,0.1030200000000149,0.0022829709932228,0.6279999999999859,0.6129032258064516
215,2444,2026-02-25 18:00:00,2026-02-25 20:00:00,USDJPY,155.921,0.6380000114440918,-0.0137370210140943,0.0073970584198832,1.0,UP,1.0,2.134493112564087,0.5062547326087952,0.0250204503536224,-0.6517370324581861,0.6517370324581861,0.6306029530242085,-0.021134079433977604,UP,DOWN,UP,False,,,0.2370000000000232,54.57516339869309,0.1066700857725209,-0.0363598565589608,0.1276499999999885,0.645859999999999,0.001361514106442,0.4599999999999795,0.5161290322580645
19,2248,2026-02-13 10:00:00,2026-02-13 12:00:00,USDJPY,152.789,0.4740000069141388,-0.0632084533572197,0.0073970584198832,1.0,UP,1.0,1.731190800666809,0.5087360143661499,0.0349474549293518,-0.5372084602713585,0.5372084602713585,0.4666029484942555,-0.070605511777103,UP,DOWN,UP,False,,,0.2099999999999795,47.55855498213537,-0.1461592518330974,-0.0035567977773738,-0.1777500000000031,-0.3898600000000272,0.000740129424402,-0.1420000000000243,0.5161290322580645
79,2308,2026-02-18 00:00:00,2026-02-18 02:00:00,USDJPY,153.278,0.5199999809265137,-0.0140675138682127,0.0073970584198832,1.0,UP,1.0,2.0296642780303955,0.502078652381897,0.0083148553967475,-0.5340674947947264,0.5340674947947264,0.5126029225066304,-0.02146457228809595,UP,DOWN,UP,False,,,0.3650000000000091,42.5588865096352,-0.0539133341864612,0.0022586109004428,0.0900499999999908,0.1253399999999658,0.0014046503727223,0.5559999999999832,0.5483870967741935
216,2445,2026-02-25 19:00:00,2026-02-25 21:00:00,USDJPY,156.304,0.4639999866485595,-0.06287482380867,0.0073970584198832,1.0,UP,1.0,1.4298921823501587,0.5107450485229492,0.042986661195755,-0.5268748104572296,0.5268748104572296,0.4566029282286763,-0.0702718822285533,UP,DOWN,UP,False,,,0.3950000000000102,62.0218579234974,0.1432346758577978,0.0001637868210528,0.4895499999999799,0.992100000000022,0.0024563721371722,0.4850000000000136,0.5161290322580645
10,2239,2026-02-13 01:00:00,2026-02-13 03:00:00,USDJPY,153.024,-0.3740000128746032,0.1150371357798576,0.0073970584198832,0.0,NEUTRAL,0.0,-0.9649122953414916,0.5126906037330627,0.0507732965052127,0.4890371486544609,0.4890371486544609,0.3813970712944865,-0.10764007735997438,DOWN,UP,UP,False,,,0.4449999999999932,48.67200000000001,-0.0752335975648179,0.075486633191528,-0.0417500000000075,-0.4489199999999869,-0.0015659254619481,0.1119999999999947,0.5806451612903226
0,2229,2026-02-12 15:00:00,2026-02-12 17:00:00,USDJPY,152.855,0.4580000042915344,-0.0166475288569927,0.0073970584198832,1.0,UP,1.0,1.565276861190796,0.5127332806587219,0.0509442239999771,-0.4746475331485271,0.4746475331485271,0.4506029458716512,-0.024044587276875917,UP,DOWN,UP,False,,,0.4299999999999784,39.94537384772953,-0.3191687643878822,0.0126519355889009,-0.2766000000000019,-1.0503599999999835,0.001946800561098,-0.4120000000000061,0.5161290322580645
40,2269,2026-02-16 09:00:00,2026-02-16 11:00:00,USDJPY,152.659,0.4379999935626983,-0.036121167242527,0.0073970584198832,1.0,UP,1.0,1.7718446254730225,0.4987958073616028,-0.0048169642686843,-0.4741211608052254,0.4741211608052254,0.4306029351428151,-0.04351822566241026,UP,DOWN,DOWN,False,,,0.125,13.586097946285731,-0.116107278606421,-0.0636325258303665,-0.4340500000000133,-0.3619600000000105,0.0003014159999474,-0.1450000000000102,0.5483870967741935
78,2307,2026-02-17 23:00:00,2026-02-18 01:00:00,USDJPY,153.063,0.3889999985694885,-0.0637443214654922,0.0073970584198832,1.0,UP,1.0,1.6504030227661133,0.5081084966659546,0.0324367880821228,-0.4527443200349808,0.4527443200349808,0.3816029401496053,-0.0711413798853755,UP,DOWN,UP,False,,,0.1270000000000095,36.8080094228498,-0.0764056754507009,-0.0196690776386861,-0.1345000000000027,-0.0912600000000054,-0.0004440642325852,-0.0190000000000054,0.5161290322580645
